Stock item code,Stock item name,Product group,Tax code,Stock item description,Manufacturer's name,Manufacturer's part number,Commodity code,Net mass,Stock take days,Allow Sales order,Asset of stock - account number,Asset of stock - cost centre,Asset of stock - department,Revenue - account number,Revenue - cost centre,Revenue - department,Accrued receipts - account number,Accrued receipts - cost centre,Accrued receipts - department,Issues - account number,Issues - cost centre,Issues - department,Supplier,Supplier lead time,Supplier lead time unit,Supplier minimum quantity,Supplier usual order quantity,Supplier part number,Alternative item,Alternative item name,Memo,Barcode,AnalysisName\1,AnalysisValue\1,AnalysisName\2,AnalysisValue\2,AnalysisName\3,AnalysisValue\3,AnalysisName\4,AnalysisValue\4,AnalysisName\5,AnalysisValue\5,AnalysisName\6,AnalysisValue\6,AnalysisName\7,AnalysisValue\7,AnalysisName\8,AnalysisValue\8,AnalysisName\9,AnalysisValue\9,AnalysisName\10,AnalysisValue\10,AnalysisName\11,AnalysisValue\11,AnalysisName\12,AnalysisValue\12,AnalysisName\13,AnalysisValue\13,AnalysisName\14,AnalysisValue\14,AnalysisName\15,AnalysisValue\15,AnalysisName\16,AnalysisValue\16,AnalysisName\17,AnalysisValue\17,AnalysisName\18,AnalysisValue\18,AnalysisName\19,AnalysisValue\19,AnalysisName\20,AnalysisValue\20
SFDDAC5-0001,Single Dual-Access Security Flood Door,FG-FD,1,Single Dual-Access Security Flood Door,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Flood Door ,Item Set Type,Single,Product Operation Type,Hinged,Material Composition,Mild Steel,Automation,Manual,Flooding Rating,Standard,Security Rating,C5,Fire Rating,None,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
SFDDAC5F-0001,Single Dual-Access Security Fire Flood Door,FG-FD,1,Single Dual-Access Security Fire Flood Door,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Flood Door ,Item Set Type,Single,Product Operation Type,Hinged,Material Composition,Mild Steel,Automation,Manual,Flooding Rating,Standard,Security Rating,C5,Fire Rating,E15,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
SFDDAF-0001,Single Dual-Access Fire Flood Door,FG-FD,1,Single Dual-Access Fire Flood Door,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Flood Door ,Item Set Type,Single,Product Operation Type,Hinged,Material Composition,Mild Steel,Automation,Manual,Flooding Rating,Standard,Security Rating,None,Fire Rating,E15,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
SFDDAS-0001,Single Dual-Access Security Flood Door (Non-Certified),FG-FD,1,Single Dual-Access Security Flood Door (Non-Certified),,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Flood Door ,Item Set Type,Single,Product Operation Type,Hinged,Material Composition,Mild Steel,Automation,Manual,Flooding Rating,Standard,Security Rating,C5,Fire Rating,None,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
SFDF-0001,Single Fire Flood Door,FG-FD,1,Single Fire Flood Door,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Flood Door ,Item Set Type,Single,Product Operation Type,Hinged,Material Composition,Mild Steel,Automation,Manual,Flooding Rating,Standard,Security Rating,None,Fire Rating,E120,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
SFDS-0001,Single Security Flood Door (Non-Certified),FG-FD,1,Single Security Flood Door (Non-Certified),,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Flood Door ,Item Set Type,Single,Product Operation Type,Hinged,Material Composition,Mild Steel,Automation,Manual,Flooding Rating,Standard,Security Rating,C5,Fire Rating,None,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
0000-00-PP-SL201,S McGill 2-Point Lock,RM-PP,1,S McGill 2-Point Lock,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
0000-00-PP-SL203,S McGill 2-Point Lock,RM-PP,1,S McGill 2-Point Lock,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
0000-00-PP-SL204,S McGill 2-Point Lock,RM-PP,1,S McGill 2-Point Lock,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
0000-00-PP-SL205,S McGill 2-Point Lock,RM-PP,1,S McGill 2-Point Lock,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
0000-00-PP-SL206,S McGill 2-Point Lock,RM-PP,1,S McGill 2-Point Lock,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
0000-00-PP-SL211,S McGill 2-Point Lock,RM-PP,1,S McGill 2-Point Lock,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
0000-00-PP-SL213,S McGill 2-Point Lock,RM-PP,1,S McGill 2-Point Lock,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
0000-00-PP-SL214,S McGill 2-Point Lock,RM-PP,1,S McGill 2-Point Lock,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
0000-00-PP-SL215,S McGill 2-Point Lock,RM-PP,1,S McGill 2-Point Lock,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
0000-00-PP-SL216,S McGill 2-Point Lock,RM-PP,1,S McGill 2-Point Lock,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
